Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-04-01 00:00:00-04:00,145.29475393879966,145.38332069457903,143.62176125854583,144.14334106445312,7378300,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,142.19480420027224,142.35225121265765,141.16148028388932,141.89956665039062,10776400,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,142.14558674019753,142.78525554545664,141.40750041886562,141.74209594726562,8453400,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,142.6278036401087,142.71638541741743,139.61641363816017,139.6951446533203,12685700,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,139.47865488751114,141.4075274498601,139.36056585877404,140.9449920654297,9073100,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,140.8367100794364,140.8367100794364,140.2757572744488,140.4922637939453,9128200,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,140.7973663681484,141.0729174179359,140.01990696478606,140.9941864013672,10534400,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,139.58687960053157,139.98053464309976,138.8586440504882,139.34085083007812,13052700,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,139.76403117242913,139.79355342421513,138.36658952774,138.7700653076172,8153900,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,138.051663038111,138.06149878306363,136.26058139044125,136.70343017578125,13796300,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,137.89420891420957,138.3961172472106,136.211380430303,136.42788696289062,10383600,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,137.60882272706414,137.60882272706414,136.38851453958685,136.47708129882812,10170500,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,137.27421431309665,137.40213905898497,136.02438398969838,136.2408905029297,8480100,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,136.329481372164,137.03804553783735,136.01457230764623,136.23106384277344,8105800,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,136.9396178793787,137.126602161546,136.25074027381928,136.7427978515625,9667300,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,137.16595602853954,138.35672679125904,136.72309225727008,137.2643585205078,8531300,0.0,0.0,0.0
