Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-04-01 00:00:00-04:00,91.67615632666127,92.35387338232347,90.77575658896039,92.0827865600586,21449500,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,92.47972957238375,93.46726854427409,92.07309935410495,93.37045288085938,19335600,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,93.71899819084959,94.1353122048201,93.40918362602703,94.00944519042969,14574400,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,94.15466244528854,94.49352093564573,93.58344490248085,93.95134735107422,18470600,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,94.33862285282414,95.33583820529078,93.76739789021339,94.958251953125,15587500,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,95.00665185208742,95.27774603461549,94.19339146418677,94.35797882080078,17017300,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,94.76462548551724,95.01635214833604,93.69963829344736,94.38703918457031,17666600,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,94.12562519945511,95.02602490179244,93.71899498202836,94.67748260498047,19599800,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,94.97761316737744,95.01634090988907,93.27362942967379,94.60971069335938,19602300,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,95.209978177395,95.8199309268148,92.62496214256096,93.07032012939453,23280000,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,93.51567330702203,93.96103865751397,92.08278375117018,92.19896697998047,24345400,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,92.02469865776438,92.45068907003517,90.74671264782818,91.3953857421875,18248800,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,91.20174387120913,92.11182736034712,90.48529909601628,91.13397216796875,13710500,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,91.44378797898102,91.70519839975496,90.53371186391196,90.85320281982422,12777800,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,91.02747543789793,92.5668718668052,90.891932027373,91.9472427368164,17712400,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,91.46316090940417,93.17682117914079,90.73703229930926,92.5475082397461,15122200,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,92.1215185322075,93.0606460571289,91.6761605342518,93.0606460571289,14328700,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,92.47972230428353,93.23490214731568,92.03436437832778,93.12840270996094,10651900,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,93.02191534309397,93.83517582126473,92.21833126116667,93.55440521240234,13250100,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,92.71210133037593,93.0606436478503,91.74392986773873,92.69273376464844,16183300,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,92.42164463922872,93.52535948827027,92.36355671661448,93.3220443725586,11118200,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,92.94445674948133,93.10904411886705,90.50466800989463,90.54338836669922,17699500,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,90.41753628683126,90.70799069303911,88.6167366960923,89.10082244873047,25471900,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,89.70108427685183,90.22389773433208,89.18795460188838,89.61394500732422,17308400,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,89.69140604706861,89.78822171854502,88.44246394130494,89.6236343383789,19043900,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,89.90440076107761,91.24047469285665,89.90440076107761,90.33039855957031,16722800,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,90.45625450581029,90.9112962472113,90.21421165498522,90.24325561523438,10471100,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,89.72044289473315,90.5724384639089,89.58489948810276,90.13675689697266,9905900,0.0,0.0,0.0
