Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-04-01 00:00:00-04:00,124.24291176397641,124.31189355522362,123.08020472807199,123.15902709960938,6905300,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,122.66634678252437,123.0703443105302,122.33133104307421,122.5875244140625,11049400,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,122.49884531488526,123.56302627987016,122.49884531488526,123.21815490722656,7589900,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,124.026134104652,124.53851332114228,121.76967939382789,122.1342544555664,10659800,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,122.52840789244914,124.15423871244813,122.46928923203792,123.82907104492188,10718300,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,124.0064237087618,124.21334651975351,123.5236038164478,123.6122817993164,6096100,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,123.77979865601438,124.11481439656315,121.91748581732884,123.3265380859375,9042200,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,121.79925246944106,122.64665503352867,121.37555118739726,122.272216796875,14119500,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,122.3313416158824,122.91269516139623,121.39525355228858,122.41017150878906,8228700,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,121.64158609772498,122.07514297243246,120.58726075774891,121.09964752197266,11601700,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,122.75503242091392,122.93239590600676,119.86795361878885,120.23252868652344,10374500,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,120.19312418578392,120.52813993376043,119.3457216827903,119.95663452148438,11046200,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,120.62667633308985,120.65623566240497,118.59685553204298,119.33586883544922,11084200,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,119.90737100293104,120.40004652514851,118.74465646979253,118.9220199584961,9195800,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,119.17821028084819,119.83840121874547,118.40963764022526,118.70524597167969,10832100,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,119.42454233589574,120.40004527243154,118.86289254711686,119.6019058227539,10484900,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,120.44930772033094,121.43465874966068,120.27194423434632,121.26715087890625,9870000,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,121.15876416201758,121.3755425957602,119.29645127960241,120.30150604248047,11063800,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,119.63147779926071,120.95184463322929,118.83333831535302,120.66609191894531,10321200,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,120.36062805680407,121.22773424416839,120.34091682661872,120.8631591796875,6958100,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,121.10950041320648,121.77953190612632,121.07008546933498,121.67115020751953,6339800,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,121.49378403953104,121.67114752422532,119.6905898647444,119.73985290527344,15475900,0.0,0.0,0.0
