Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-02 00:00:00+08:00,16811.740234375,17007.33984375,16811.740234375,16931.51953125,3983141300,0.0,0.0
2024-04-03 00:00:00+08:00,16926.849609375,16926.849609375,16689.189453125,16725.099609375,2667363200,0.0,0.0
2024-04-05 00:00:00+08:00,16787.9296875,16839.55078125,16480.359375,16723.919921875,1804396100,0.0,0.0
2024-04-08 00:00:00+08:00,16650.830078125,16895.060546875,16580.529296875,16732.849609375,2636773000,0.0,0.0
2024-04-09 00:00:00+08:00,16819.1796875,17006.849609375,16805.990234375,16828.0703125,2120056900,0.0,0.0
2024-04-10 00:00:00+08:00,16926.01953125,17190.5,16918.359375,17139.169921875,2549074700,0.0,0.0
2024-04-11 00:00:00+08:00,16856.189453125,17141.359375,16856.189453125,17095.029296875,2480545300,0.0,0.0
2024-04-12 00:00:00+08:00,16978.69921875,17031.310546875,16721.689453125,16721.689453125,2840321200,0.0,0.0
2024-04-15 00:00:00+08:00,16487.359375,16647.08984375,16465.400390625,16600.4609375,2561790600,0.0,0.0
2024-04-16 00:00:00+08:00,16367.6904296875,16449.240234375,16208.6396484375,16248.9697265625,3092911600,0.0,0.0
2024-04-17 00:00:00+08:00,16225.5400390625,16316.6904296875,16155.830078125,16251.83984375,2450526000,0.0,0.0
2024-04-18 00:00:00+08:00,16253.240234375,16507.599609375,16206.5498046875,16385.869140625,3228014900,0.0,0.0
2024-04-19 00:00:00+08:00,16246.33984375,16254.900390625,16044.4501953125,16224.1396484375,3393743300,0.0,0.0
2024-04-22 00:00:00+08:00,16410.830078125,16637.8203125,16410.830078125,16511.689453125,2915063300,0.0,0.0
2024-04-23 00:00:00+08:00,16679.390625,16846.130859375,16599.2109375,16828.9296875,2993655900,0.0,0.0
2024-04-24 00:00:00+08:00,16993.169921875,17217.859375,16934.650390625,17201.26953125,3314752700,0.0,0.0
2024-04-25 00:00:00+08:00,17144.119140625,17438.830078125,17109.5703125,17284.5390625,3147284200,0.0,0.0
2024-04-26 00:00:00+08:00,17336.19921875,17758.240234375,17336.19921875,17651.150390625,3850968700,0.0,0.0
2024-04-29 00:00:00+08:00,17737.9296875,18031.16015625,17679.189453125,17746.91015625,4850882200,0.0,0.0
2024-04-30 00:00:00+08:00,17843.439453125,17902.01953125,17686.939453125,17763.029296875,3679962400,0.0,0.0
2024-05-02 00:00:00+08:00,17760.6796875,18217.8203125,17740.619140625,18207.130859375,2424963300,0.0,0.0
2024-05-03 00:00:00+08:00,18543.30078125,18604.169921875,18362.220703125,18475.919921875,2476085800,0.0,0.0
2024-05-06 00:00:00+08:00,18488.55078125,18590.169921875,18389.5390625,18578.30078125,3438627300,0.0,0.0
2024-05-07 00:00:00+08:00,18577.55078125,18638.810546875,18411.01953125,18479.369140625,2494399700,0.0,0.0
2024-05-08 00:00:00+08:00,18510.5390625,18606.560546875,18298.359375,18313.859375,2911676300,0.0,0.0
2024-05-09 00:00:00+08:00,18306.25,18560.759765625,18278.109375,18537.810546875,2904974500,0.0,0.0
2024-05-10 00:00:00+08:00,18669.4296875,18993.279296875,18657.509765625,18963.6796875,6506899800,0.0,0.0
